text,occurrence,label
Giles,1,Omission
a group of men and women stand around the base of the statue,1,Omission
daughter of a Tynemouth solicitor.,1,Omission
the German Kaiser,1,Omission
"her father, Friedrich Auerbach, grandfather, Leopold Auerbach, uncle, Felix Auerbach",1,Omission
Professor Dickson,1,Omission
Tagliente,1,Omission
Escott,1,Omission
a man crouching in front of his tent,1,Omission
Rajputs,1,Omission
Messrs. Hughes,1,Omission
Morris,1,Omission
Raja,1,Omission
Boy of 14 Who Fed 30 Bushels of Turnips to 30 Bullocks,1,Omission
two Myles children,1,Omission
Trauss,1,Omission
Vallon,1,Omission
Mrs Edwards,1,Omission
"Hautermans, [Dr]",1,Omission
MacTaggart,1,Omission
daughter of the Victorian era actor manager Henry Irving,1,Omission
"Bismarck, Prince",1,Omission
Alfven,1,Omission
"Schlabrendorf,",1,Omission
Professor Stuart,1,Omission
Richard,1,Omission
nanny,1,Omission
a Chinese tree tapper,1,Omission
a man 'cattle knocking',1,Omission
Coolie Lines,1,Omission
"Elizabeth, Countess of Dysart",1,Omission
Ben,1,Omission
Post Runners,1,Omission
a group of four Rajputs,1,Omission
"Includes Annie Baillie, Donald Macpherson Baillie and members of the Fowler, Pearse and Gillane families",1,Omission
Director of Agriculture,1,Omission
Duke of Chatelherault,1,Omission
Wyllie,1,Omission
"Stageber, [Mr and Mrs]",1,Omission
four Khond men,1,Omission
British Jack Tar Risks His Life,1,Omission
unidentified man in academic gown,1,Omission
My dear Mother,1,Omission
Mumford,1,Omission
His merchant father had lived in Newcastle-upon-Tyne,1,Omission
other colleagues,1,Omission
Mr. Chamberlain,1,Omission
Group of Thugs,1,Omission
One of the lovely Paget twins,1,Omission
four children,1,Omission
kept a note of his income and expenditure,1,Omission
Somali Warriors,1,Omission
unidentified female worker,1,Omission
Schiffer,1,Omission
Lynden-Bell,1,Omission
Puechler,1,Omission
Ethel,1,Omission
a man holding a rifle,1,Omission
Pugin,1,Omission
which included Thomas Kennedy,1,Omission
Colonel von Thomsen,1,Omission
[Chinese?] labourers,1,Omission
Young Rhodesians,1,Omission
"L., Dr.",1,Omission
a man ploughing a field,1,Omission
"His parents were Goesta Lundholm, a chemist, and Dr. Agnes Barr Auchencloss.",1,Omission
Mexican farm workers,1,Omission
the Goodmans,1,Omission
a milkmen in Buenos Aires,1,Omission
Shearman,1,Omission
Pear,1,Omission
two men step cutting on the ice face,1,Omission
Laird of Hoddom,1,Omission
"March of the ""Unemployed"" to the House",1,Omission
Indian men securing captured elephants,1,Omission
"a boy on the tower platform, a man climbing the ladder to the platform and a boy sitting next to it",1,Omission
Perelman,1,Omission
"Pearl, Mrs.",1,Omission
the Bhunja people,1,Omission
Sir Laurence,1,Omission
Konorski,1,Omission
'Mrs Macdougall,1,Omission
various people,1,Omission
a man climbing a Ficus Elastica,1,Omission
Mrs. James Jefferies,1,Omission
Lusty,1,Omission
group of cowboys,1,Omission
a tribesman,1,Omission
group of boys,1,Omission
Koestler's,1,Omission
Dawson,1,Omission
Earl Percy,1,Omission
Jung,1,Omission
"Zuckerman, [Prof.]",1,Omission
"Blithwell, Mrs.",1,Omission
a painting depicting a dying or dead white man lying on the ground next to a wagon and pot with two African men sitting beside him,1,Omission
Houtermann,1,Omission
Marquis of Tullibardine,1,Omission
Campbell family,1,Omission
third and youngest son of the Rev. Dr. William Logie (Senior),1,Omission
Goorkhas [Gurkhas] in uniform,1,Omission
Young Farmers,1,Omission
their owners,1,Omission
James Reid's children,1,Omission
Lord Victor Rothschild,1,Omission
small group of cowboys,1,Omission
policemen,1,Omission
Tuck,1,Omission
he,1,Omission
Dr Roblee,1,Omission
family marriage,1,Omission
three caddys,1,Omission
the Pope,1,Omission
group of Bhurji [Bharbhunja] men,1,Omission
boy with the wide white collar,1,Omission
a group of people,1,Omission
Bruther,1,Omission
Nadia,1,Omission
group of Canadian soldiers,1,Omission
Whitehead,1,Omission
Eisenhower,1,Omission
Mrs. Heywood,1,Omission
"John, Marquis of Tweedale",1,Omission
Rupert,1,Omission
"Lanja, [Mrs.]",1,Omission
grand-daughter of the Canadian historian George M. Wrong,1,Omission
friends of the family,1,Omission
a man standing nearby,1,Omission
4th Duke of Buccleuch,1,Omission
Tobias,1,Omission
Imperial Duke of Airdrie,1,Omission
Mr. Lister,1,Omission
Sloans,1,Omission
a British sailor,1,Omission
Jackson's children,1,Omission
various members of their family,1,Omission
younger son of Alexander Monro,1,Omission
a man standing next to a Para rubber tree,1,Omission
Earl of Macclesfield,1,Omission
Chancellor,1,Omission
a Hindu priest,1,Omission
"Younger,",1,Omission
Kennedy-Fraser,1,Omission
daughter of Isaac Taylor,1,Omission
two Empresses,1,Omission
Professor Kinch,1,Omission
Sinclair-Gieben,1,Omission
two shepherds minding them,1,Omission
Professor Goldsborough,1,Omission
unknown man,1,Omission
a man watching in the distance,1,Omission
Drummond of Hawthornden,1,Omission
"men with buckets, 'Chinese Coolies (Collectors and Tappers)",1,Omission
some villagers,1,Omission
Cynthia,1,Omission
Kushner,1,Omission
Mrs Carswell,1,Omission
Adorno,1,Omission
Earl of Pollock,1,Omission
a man standing in a room,1,Omission
riders,1,Omission
Armand,1,Omission
unidentified female,1,Omission
Griffard,1,Omission
Peel,1,Omission
Jabotinski,1,Omission
holding a child,1,Omission
Grevy,1,Omission
boys and girls,1,Omission
"Lipton, [Dr]",1,Omission
Colin,1,Omission
Milkman,1,Omission
d'Holbach,1,Omission
President Roca,1,Omission
his grandmother,1,Omission
M.Ed,1,Omission
Dr. Bogle,1,Omission
Bishop of Worcester,1,Omission
Fruit Seller,1,Omission
Mr.,1,Omission
Leiter,1,Omission
unknown correspondence,1,Omission
a group of sheep shearers,1,Omission
men supervising and harvesting wheat,1,Omission
an Arab woman,1,Omission
Irving,1,Omission
Gardiner,1,Omission
M'Donald,1,Omission
a group of women making macaroni by hand,1,Omission
an elderly Scottish shepherd,1,Omission
Irwin,1,Omission
Mr. McLennan,1,Omission
Thorstone,1,Omission
Gessell,1,Omission
men standing around,1,Omission
Egyptian Men,1,Omission
unknown correspondee,1,Omission
Braun,1,Omission
Clemenceau,1,Omission
Herlofson,1,Omission
Chapman,1,Omission
Wells,1,Omission
He was the youngest son of Capt. Alexander Geddes,1,Omission
Juarez,1,Omission
Professor Farvis,1,Omission
James' Mother,1,Omission
Copernicus,1,Omission
Knox,1,Omission
Rubashov,1,Omission
three young Mashona boys,1,Omission
young naval officer,1,Omission
"Boring, [Prof]",1,Omission
Mr. Lamb,1,Omission
Laird of Fleming,1,Omission
its jocky,1,Omission
Louiguy,1,Omission
a smiling young woman,1,Omission
third,1,Omission
Lady,1,Omission
Coolies and Their Loads,1,Omission
Lord Mayor,1,Omission
a farmer,1,Omission
Moe,1,Omission
the Duke of Bedford,1,Omission
Wedding (Sinclair),1,Omission
four men standing next to an asado,1,Omission
and his family,1,Omission
an Indian woman,1,Omission
Khond Bobby,1,Omission
group of soldiers,1,Omission
Lord Stawell,1,Omission
a Matabele family wearing traditional and Western dress,1,Omission
women and children gather water and play,1,Omission
an African policeman,1,Omission
Mrs. Hopkins,1,Omission
Willis,1,Omission
Dianne,1,Omission
Professor Bergman,1,Omission
Barnard,1,Omission
Professor Mackay,1,Omission
Khond Pana,1,Omission
the Earl of Aberdeen,1,Omission
"three men, servants",1,Omission
Cripps,1,Omission
during which time his brother was working in Edinburgh,1,Omission
Ward,1,Omission
Mourant,1,Omission
his Father,1,Omission
Ribbentrop,1,Omission
Earl of Stair,1,Omission
Magoun [Dr],1,Omission
elderly Scottish shepherd,1,Omission
Marquis of Stafford,1,Omission
"has also been honoured,",1,Omission
"a guide, an arriero",1,Omission
Lady Mellanby,1,Omission
Pane,1,Omission
The Kaiser and the Czar,1,Omission
dcuple of children,1,Omission
Craig,1,Omission
"Keagy, [Captain]",1,Omission
Sodsri,1,Omission
Mrs. Alexander Macgregor,1,Omission
three men holding the sheep,1,Omission
the P. children,1,Omission
Mr. Scott,1,Omission
a group of Englishmen,1,Omission
a man standing,1,Omission
A One-Legged Man Looks After 211 Pigs,1,Omission
Asian labourers,1,Omission
brother-in-law of William Drummond of Hawthornden,1,Omission
Mr. Wallace,1,Omission
General Burgoyne,1,Omission
Messrs. Ross,1,Omission
Parosse Natives,1,Omission
Lord Cullen,1,Omission
Mallory,1,Omission
Mrs Calum Johnson,1,Omission
"Archibald, Lord of the Isles",1,Omission
Indian Girl,1,Omission
the Princes of Liechtenstein,1,Omission
he and his wife supported local movements for land reform,1,Omission
Hulton family,1,Omission
H.M. the King,1,Omission
"Tischler,",1,Omission
Canning,1,Omission
Mrs. Ainslie,1,Omission
African Tribesman,1,Omission
Nicodemus,1,Omission
Lord Londonderry,1,Omission
Foss,1,Omission
Lord Tredgar,1,Omission
Vico,1,Omission
Karin,1,Omission
Mr Whittle,1,Omission
Knight,1,Omission
Lord of Inglestone,1,Omission
a man holding her bridle,1,Omission
a man standing next to her,1,Omission
Balakirew,1,Omission
Dr Fraps,1,Omission
the Greens,1,Omission
Mrs Fraps,1,Omission
Mr Ellis,1,Omission
Campbell Sheep Manager,1,Omission
African Zulu Tribeswomen,1,Omission
Mr Edwards,1,Omission
Dr. Livingstone,1,Omission
son of a butcher,1,Omission
Karnik,1,Omission
Stecker,1,Omission
a group of African men,1,Omission
Ivan's,1,Omission
a daughter,1,Omission
Colonel Smith,1,Omission
"He was the son of a farmer, James Mackinlay.",1,Omission
fourth and youngest son of the Rev. Dr. William Logie (Junior),1,Omission
five female Jung [Juangs],1,Omission
Kabulese [Soldiers],1,Omission
four women,1,Omission
Lord Mordington,1,Omission
a man with a scythe,1,Omission
a Parsi father,1,Omission
"John Baillie's cousin, Isobel M Forrester",1,Omission
Ginsburg,1,Omission
Anita,1,Omission
a cowboy breaking a half-bred stallion,1,Omission
the Lord Provost,1,Omission
Ehrenburg,1,Omission
Messrs Niven,1,Omission
son of General Sir Abraham Roberts,1,Omission
two children riding a pair of cows,1,Omission
Kaufmann,1,Omission
Dr Comrie,1,Omission
Messers Niven,1,Omission
Monda [Munda] Men,1,Omission
Pritchard,1,Omission
Lady Montgomerie,1,Omission
an unidentified individual,1,Omission
African man,1,Omission
Holinshed,1,Omission
Pathan men and boys,1,Omission
Earl of Panmure,1,Omission
'Green' candidate,1,Omission
Campbell sheep manager,1,Omission
Late President's of the Ontario Dairyman's Association,1,Omission
a woman holding a baby,1,Omission
Jeffrey,1,Omission
Colonel von Benkendorf,1,Omission
Janet,1,Omission
Undergrad,1,Omission
a man near a building,1,Omission
Fausfeld,1,Omission
Alan Greenwood's family,1,Omission
An Old Scotch Shepherd-Aged 104,1,Omission
two men using the auger,1,Omission
Grete,1,Omission
Professor Montgomerie,1,Omission
Dr Pritchard,1,Omission
Rysdyk,1,Omission
The Rt. Hon. the Earl of Rosebery,1,Omission
His Excellency the Viceroy,1,Omission
Empress Dowager,1,Omission
Child,1,Omission
Rushforth's mother,1,Omission
Dr. Crompton,1,Omission
Rastrelli,1,Omission
Men Dipping Sheep,1,Omission
Curwen,1,Omission
Mr. Hill,1,Omission
their nanny,1,Omission
the son of a farmer,1,Omission
R.A Beatty,1,Omission
People Eating in an American-British Dining Hall in Africa,1,Omission
a group of men with pots and baskets,1,Omission
Lords of Monkmyre,1,Omission
Traquair,1,Omission
Farmers,1,Omission
Anastasi,1,Omission
Professor Playfair,1,Omission
Clayton,1,Omission
The cowboys,1,Omission
an indigenous man,1,Omission
two Monda [Munda] men,1,Omission
Parosse natives standing in dug-outs or canoes,1,Omission
a few people watch,1,Omission
Mr. Darbyshire,1,Omission
Ivan,1,Omission
"a man, a cowboy",1,Omission
Masterman,1,Omission
some children,1,Omission
"Collins,",1,Omission
Mr Conger,1,Omission
two hunters,1,Omission
Mithridate,1,Omission
Mr. Honeyborn,1,Omission
Forsyth,1,Omission
co-workers,1,Omission
He was the son of a farmer.,1,Omission
two male figures painted onto the image,1,Omission
figures,1,Omission
Booth,1,Omission
Dante,1,Omission
Earl of Arran,1,Omission
Eggeling,1,Omission
Chessman,1,Omission
Dr Hunter,1,Omission
Judge Farrant,1,Omission
a young Matabele [Ndebele] man wearing traditional or ceremonial clothing,1,Omission
a group of men sitting around a campfire,1,Omission
the author,1,Omission
a group of men eating breakfast in their camp,1,Omission
a man and woman bathing a sheep,1,Omission
Donald Macpherson Baillie ( 1887-1954) was the son of John Baillie (1829-1891) and a younger brother to John Baillie (1886-1960).,1,Omission
Turnbull,1,Omission
"a man riding ""Halcyon""",1,Omission
"younger son of Alexander Monro,",1,Omission
the Kennedies,1,Omission
Lord Strathcona,1,Omission
one unnamed woman,1,Omission
cousin,1,Omission
Lord Kames,1,Omission
Mackay,1,Omission
"Ossian, the son of Fingal",1,Omission
Street Hawker in Buenos Aires,1,Omission
a man watches,1,Omission
Freud,1,Omission
Arthur Koestler's grandmother,1,Omission
"two of Macaskie's sons served with the RMC in Egypt and India, and a third was Commissioned in 1918 and served in France",1,Omission
(including letters to her mother),1,Omission
Dvorak,1,Omission
"six indigenous men from the village of Suchiblan [Suchitlan, Colima, Mexico]",1,Omission
Twin,1,Omission
Yadin,1,Omission
Lord,1,Omission
Greenwood's widow Josephine Greenwood (1984),1,Omission
Duke of Portland,1,Omission
She was the daughter of singer David Kennedy (1825-1886),1,Omission
A Pretty Equestrienne,1,Omission
Shearers Midday Meal,1,Omission
son of George Ker,1,Omission
two men standing next to the Para rubber tree,1,Omission
Viscount Cunningham,1,Omission
late Duke of Bedford,1,Omission
three daughters,1,Omission
son of a master-mason George P. Sutherland.,1,Omission
Dr Campbell,1,Omission
Frau Lanja,1,Omission
Bleksley,1,Omission
friends,1,Omission
Bower,1,Omission
"Letters sent to Richard Fowler from his wife, his daughter",1,Omission
"Weicsman, Dr",1,Omission
the girls,1,Omission
a man with a pail of feed,1,Omission
Wedding (Lysaght),1,Omission
Nievergelt,1,Omission
"Zinner, Professor",1,Omission
"Crozier,",1,Omission
milkmen,1,Omission
two Maori men,1,Omission
an Indian,1,Omission
"the son of Alexander Logie, a Kirkwall merchant.",1,Omission
Professor Brash,1,Omission
Hitler,1,Omission
Madame Varipati,1,Omission
a person standing next to a rambong,1,Omission
a crowd of Indian people,1,Omission
Klinoff,1,Omission
complainant,1,Omission
a man in the background,1,Omission
Mr Curwen',1,Omission
Baillie family,1,Omission
person,1,Omission
'Paharis' or hill men,1,Omission
Jane Potter Deas Stuart later married and became Jane Potter Deas Dickson,1,Omission
men standing around it,1,Omission
a man holding the bull,1,Omission
six Parsee women,1,Omission
Group of Parsee Ladies,1,Omission
Macgregor married a student,1,Omission
Vavilov,1,Omission
Lord Fraser,1,Omission
Sutherland,1,Omission
an Indian man carrying a banghy,1,Omission
"Blacket, [Prof]",1,Omission
Heinemann,1,Omission
The President,1,Omission
cowboys branding and marking cattle,1,Omission
Matabele [Northern Ndebele] people,1,Omission
a man standing next to his horse,1,Omission
Fionn,1,Omission
Gaito,1,Omission
a man standing next to a river,1,Omission
daughter of the Rev. J. S. Whale,1,Omission
"Walmsley, [Mrs]",1,Omission
Miss Stewart,1,Omission
Putnam,1,Omission
"Strauss, [Dr]",1,Omission
Spontini,1,Omission
Locke',1,Omission
group of other men,1,Omission
a poulterer standing with his horse,1,Omission
A Khond youth stands in the foreground with the adults in the background,1,Omission
"Negrin,",1,Omission
Lord Lucas,1,Omission
Lionel,1,Omission
"Koehler,",1,Omission
unidentified senders,1,Omission
Marwaree Women,1,Omission
"Parkenham, Lord",1,Omission
Dr. Gregory,1,Omission
McCarroll,1,Omission
wo unidentified men,1,Omission
a man holding her reins,1,Omission
Winkler,1,Omission
Padhye,1,Omission
Goldsbrough,1,Omission
younger son of Sir Patrick Geddes,1,Omission
Mrs Livingstone,1,Omission
an Indian man holding its lead,1,Omission
Egyhazy,1,Omission
other men gather it into stacks,1,Omission
Lady Glenorchy,1,Omission
Whiting,1,Omission
two male figures,1,Omission
Dandy,1,Omission
daughter of a Tynemouth solicitor,1,Omission
Teaching Coolies to Tap on 4 1/2 Year Old Rubber,1,Omission
One man stands on one leg on top of a tall pole while balancing several pots on his head as the other man watches and another holds one of the poles ropes,1,Omission
mounted soldiers in India,1,Omission
a snake charmer,1,Omission
people standing next to it,1,Omission
"toddy-collector, in a palm tree",1,Omission
Thocar [Thakur] of Gondal,1,Omission
Hill,1,Omission
Castle,1,Omission
Gladstone,1,Omission
"John, Duke of Lauderdale",1,Omission
Figgis,1,Omission
Moncton,1,Omission
Col. Flints,1,Omission
Mati,1,Omission
Hollingworth,1,Omission
Creollo,1,Omission
the old gentleman,1,Omission
the Duke of Cumberland,1,Omission
a group of men shearing sheep,1,Omission
a group of men with their rams,1,Omission
The Youth of Krishna Among the Cowherds,1,Omission
Clerk of the Signet,1,Omission
"Weinleber, Mrs",1,Omission
three African men,1,Omission
a man with a fly-whip,1,Omission
four Matabele [Ndebele] children,1,Omission
Mr. Rawlinson,1,Omission
a couple of 'land-girls',1,Omission
"Green, Mrs.",1,Omission
Earl of Eglinton,1,Omission
a goat herder,1,Omission
Farmers Meet. Coopers,1,Omission
"His father, the founder of the practice, was Thomas Aitken Dollar",1,Omission
Man Standing in Front of His Farmhouse,1,Omission
McLeod,1,Omission
Maori Man,1,Omission
Mr. Jakolef,1,Omission
That son,1,Omission
Mrs. P. McIntyre,1,Omission
"Mr. Langdon-Down,",1,Omission
Tergit,1,Omission
Kilpatrick,1,Omission
Mr Adair,1,Omission
a man holding her on a lead,1,Omission
kennel boy,1,Omission
man,1,Omission
Pathan men and boys from the Peshawar Valley,1,Omission
Viscount Allenby of Megiddo,1,Omission
Tage,1,Omission
line of men,1,Omission
a man riding a ranch mount horse,1,Omission
a man in a white suit,1,Omission
Burley,1,Omission
Mr Tweedie,1,Omission
the second son of Duncan Forbes of Culloden and Bunchrew,1,Omission
a group of men standing in the background,1,Omission
"group of Bar Nomads, men",1,Omission
Arthur Koestler's secretary,1,Omission
Linsley,1,Omission
three young girls,1,Omission
"Beadon, [Wing Commander",1,Omission
a waiter,1,Omission
Duchess of Lauderdale,1,Omission
A family,1,Omission
Husbandman,1,Omission
Inglis,1,Omission
Robbins,1,Omission
Nancy Freshwater returned to England in 1938 and died in 1959.,1,Omission
Keynes,1,Omission
"Ben-Dak, [Prof",1,Omission
General Lettenborn,1,Omission
"an intelligent Russian boy', a pupil of his",1,Omission
Maori woman,1,Omission
Col. Tompkins,1,Omission
"Scribbins, [Mr]",1,Omission
Combe,1,Omission
Straussian,1,Omission
Colonel Brades,1,Omission
Braunthal,1,Omission
Captain Laissardiere,1,Omission
Wordsworth,1,Omission
Hurst,1,Omission
"Street Hawker, Buenos Aires",1,Omission
Cowboy Lassoed by Cupid,1,Omission
Indian,1,Omission
Ledermann's sisters,1,Omission
another man on the lawn,1,Omission
Men Farming,1,Omission
people harvesting grasses(?) in Kapoor,1,Omission
Earl of Rosebery,1,Omission
specific people,1,Omission
Acrobats in India,1,Omission
Dunstan,1,Omission
Mrs McInne,1,Omission
Petherbridge,1,Omission
Dunne,1,Omission
Mrs Kennedy-Fraser',1,Omission
"Poulterer, Buenos Aires",1,Omission
small crew of men,1,Omission
Secretary,1,Omission
Lady and Miss Jackson,1,Omission
list of professional staff,1,Omission
Wilderspin,1,Omission
several policemen,1,Omission
D'Oysel,1,Omission
Rosie,1,Omission
Gordon,1,Omission
an Indian girl,1,Omission
Bateke Chief,1,Omission
Greenhouse,1,Omission
"Smith, Colonel",1,Omission
Types of natives,1,Omission
General Gramis,1,Omission
'pasi',1,Omission
"Weiczman, Dr",1,Omission
Jane,1,Omission
a group of men standing around a canister,1,Omission
Gertie,1,Omission
a man drawing pulque,1,Omission
"Lord Cardcross,",1,Omission
Messrs. Oliver,1,Omission
Muslims praying at the Jama Masjid,1,Omission
Wylie,1,Omission
"Chahram, [Prince]",1,Omission
daughters,1,Omission
Menzies' widow,1,Omission
a farmer's wife,1,Omission
Marquis of Ailsa,1,Omission
Thorpe,1,Omission
Daphne Hardy's son,1,Omission
"He was the brother of William Hayward Wakefield (1803-1848), and nephew of Daniel Wakefield (1776-1846).",1,Omission
men on horseback,1,Omission
Donald Macpherson Baillie ( 1887-1954) was the son of John Baillie (1829-1891) and a younger brother to John Baillie (1886-1960),1,Omission
various senders,1,Omission
his widow Amelia Vaux (Dutton) Holtzapffel,1,Omission
Mardall,1,Omission
Roslin,1,Omission
unidentified women,1,Omission
"Bismarck, Countess",1,Omission
Moore,1,Omission
a group of eight men,1,Omission
His Grace the Duke of Beaufort,1,Omission
One-Legged Man,1,Omission
with his parent,1,Omission
Mr Allan,1,Omission
the traders,1,Omission
Professor Haldane,1,Omission
Marquess of Huntley,1,Omission
"second daughter of the late Samuel Wauchope, Esq., C.B.",1,Omission
Children Recently Vaccinated,1,Omission
Hill Coolie,1,Omission
Huns,1,Omission
J Angus's daughter,1,Omission
three Goorkha [Gurkha] Officers,1,Omission
Hardenberg,1,Omission
"the Lord of Inglestone,",1,Omission
Alasdair,1,Omission
Janet Lylle daughter to umquhile William Lylle,1,Omission
[Zulu] Women,1,Omission
Mr. Gray,1,Omission
Mr Campbell,1,Omission
a young naval officer,1,Omission
"we have not, as yet, established the nature of the relationship between Saunders and Corson",1,Omission
a man holding it on a rope lead,1,Omission
Liszt',1,Omission
"Katharine Morton, mother of",1,Omission
Fowler and Pearce families,1,Omission
Lord Panmure,1,Omission
Zeisl,1,Omission
Murray,1,Omission
Briones,1,Omission
group of Indian women,1,Omission
an African [Zulu?] tribesman,1,Omission
Hague,1,Omission
Tibetan Women,1,Omission
Lord Chaplin,1,Omission
Prince Regent,1,Omission
Mrs Ritchie,1,Omission
an uncle of Tom,1,Omission
Douglas,1,Omission
various Russian scientists and researchers,1,Omission
McCully,1,Omission
Sandy Giles Mother.,1,Omission
four Afridees [Afridi],1,Omission
the farmer,1,Omission
Meerloo,1,Omission
young child,1,Omission
Stonier,1,Omission
sired,1,Omission
Sinclair children,1,Omission
Africander Magistrate Victoria,1,Omission
son of Sir Alexander Irvine of Drum,1,Omission
Juangs,1,Omission
Halliwell-Phillipps,1,Omission
Falconer,1,Omission
crowd of Indian men,1,Omission
Major Giffod,1,Omission
African Man Milking a Cow,1,Omission
Williame Lord Hay,1,Omission
unidentified females,1,Omission
a Yucateco woman,1,Omission
Wilkie,1,Omission
three men in the foreground,1,Omission
a man in India,1,Omission
"Bernadotte, [Count]",1,Omission
Dylan,1,Omission
Earl of Bute,1,Omission
Adassi,1,Omission
Wife of novelist,1,Omission
Major Anderson,1,Omission
wo men standing on the plains of Belle Fourche,1,Omission
Darina,1,Omission
men knocking cattle,1,Omission
"Selborn, Lord",1,Omission
two of the survivors,1,Omission
a man holding their leads,1,Omission
Indian Women,1,Omission
Professor Arnold,1,Omission
"Warelaw, Mrs",1,Omission
"items relating to the trip taken by John Baillie and his wife to Australia, New Zealand and the United States",1,Omission
a man standing next to a horse-drawn wagon,1,Omission
Thom,1,Omission
two groups of people,1,Omission
his uncle,1,Omission
a man standing behind the bull,1,Omission
"Curie, Madame",1,Omission
Marquis of Northampton,1,Omission
Koizumi,1,Omission
Mr. Carrere,1,Omission
He was the son of a surgeon,1,Omission
small group of men,1,Omission
"Sackville-West, V.",1,Omission
Macaskie's sons,1,Omission
Matthay,1,Omission
correspondents,1,Omission
Burt',1,Omission
Cullis,1,Omission
a man standing in the background,1,Omission
Mrs MacDougall,1,Omission
"son of James Gregory (1638-1675) the mathematician, and grandson of John Gregory",1,Omission
"Wallberg, Dr.",1,Omission
Louise,1,Omission
people with their donkeys,1,Omission
a third man,1,Omission
Prof. Lodge,1,Omission
Lord Hermand,1,Omission
Lord Kinnaird,1,Omission
Woman Tapping a Rubber Tree,1,Omission
three men standing on the entry stairs,1,Omission
group of Indian boys,1,Omission
men holding torches,1,Omission
Egyptians,1,Omission
Mr. Rhodes,1,Omission
Camel-Soldiers in the Desert,1,Omission
a man feeding three geese,1,Omission
Goorkha [Gurkha] Officers,1,Omission
Vivaldi,1,Omission
Mayakovsky,1,Omission
the son of a handloom weaver.,1,Omission
men and horses with reaping machines,1,Omission
Gemelli,1,Omission
King of Spain,1,Omission
Lord Ballenden,1,Omission
son of a surgeon,1,Omission
Dr. Young,1,Omission
Tonkin,1,Omission
"was the eldest son of Sir Thomas Hope of Craighall, first baronet.",1,Omission
Mr. Vittle,1,Omission
men standing around a lift scoop,1,Omission
their teachers,1,Omission
an encampment of Apache indians with several men and women,1,Omission
Mr. Wilderspin,1,Omission
Horace,1,Omission
Mr Ballantyne,1,Omission
Spurzheim,1,Omission
Schiller,1,Omission
"a group of men, cowboys",1,Omission
Wingate,1,Omission
Ebner,1,Omission
The children,1,Omission
"eldest son of Edward Wakefield (1774-1854),",1,Omission
Captain Bentinck,1,Omission
son of a master tailor,1,Omission
Mr. Baldwin,1,Omission
Dr. Fream,1,Omission
Messrs. Volecker,1,Omission
their father,1,Omission
with her brother,1,Omission
son of an accountant,1,Omission
Wilmut',1,Omission
list of staff,1,Omission
an unidentified woman,1,Omission
Monet,1,Omission
Barron,1,Omission
Lady Thomson's Mother and Sister,1,Omission
Debray,1,Omission
men and women behind him,1,Omission
men using horses,1,Omission
Wedding of Shon Maclean,1,Omission
a man standing next to a sun dial,1,Omission
President of Mexico,1,Omission
Mr Levy,1,Omission
Van Bossen,1,Omission
Gondal,1,Omission
Cornishman,1,Omission
Goorkhas [Gurkhas],1,Omission
young girls,1,Omission
a crouching Indian man,1,Omission
"Phillips,",1,Omission
Lord Feversham,1,Omission
Krippner,1,Omission
Maori Woman,1,Omission
Villon,1,Omission
"Buxton, [Lord",1,Omission
Professor Burleigh,1,Omission
son of William Unwin,1,Omission
Lafodd,1,Omission
"his son, Alexander Monro",1,Omission
poulterer,1,Omission
Donaldson,1,Omission
Guttmann,1,Omission
small group of [Zulu] women,1,Omission
Mr. Bakewell,1,Omission
Mr. Boswell,1,Omission
Mr Carrere,1,Omission
Mr. Marwick,1,Omission
Mrs Hood,1,Omission
"Whitehead,",1,Omission
his daughter Maria,1,Omission
two African men,1,Omission
Tornier,1,Omission
"Weinleber, Mrs?",1,Omission
"Heller, Dr.",1,Omission
two men standing in a field of winter oats,1,Omission
his daughter Margaret,1,Omission
A man sits on a horse,1,Omission
a milkman milking a cow,1,Omission
Mr. Coates,1,Omission
Paleolithic Man,1,Omission
"Niesser, [Dr]",1,Omission
Cardinal Bembo,1,Omission
Mr Blanchard,1,Omission
a man holding six Strathdoon Stag-hounds,1,Omission
"Fruit Seller, Buenos Aires",1,Omission
Alan Greenwood and wife,1,Omission
figure unknown,1,Omission
Bradway,1,Omission
former Duke,1,Omission
Katz,1,Omission
sister,1,Omission
The family,1,Omission
Marr,1,Omission
Wife,1,Omission
Lady Hamilton,1,Omission
Fred,1,Omission
and grandson of John Gregory (d. 1653).,1,Omission
she was an organiser of the Northern Direct Action Committee,1,Omission
He was the third son of George Macaskie.,1,Omission
Letitia,1,Omission
Fix,1,Omission
son of John MacQueen,1,Omission
eight women from Khandesh,1,Omission
daughter of Joshua Fielden MP,1,Omission
Lac Crusher,1,Omission
"A Group of Men, One With a Horse in North Africa",1,Omission
Mr. Fletcher,1,Omission
a man standing with a gaur,1,Omission
his son John Jacob Holtzapffel II,1,Omission
German officers,1,Omission
a man holding it by a rope lead,1,Omission
Crick,1,Omission
Laplace,1,Omission
a small boy,1,Omission
Group of Men,1,Omission
group of [Egyptian?] camel-soldiers,1,Omission
Sarfatt,1,Omission
Photographs of young dark-haired woman,1,Omission
natives,1,Omission
Edelman,1,Omission
Kohler,1,Omission
Correspondents,1,Omission
Mrs. Jeffereies,1,Omission
Airlie,1,Omission
Lady Bheag,1,Omission
The Director of Agriculture for Bombay and Office Staff,1,Omission
men and horses,1,Omission
Michael,1,Omission
Novomeysky,1,Omission
Mr Kirkhope,1,Omission
another man stands in the water,1,Omission
